id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
110276,best laptops 50k ?,best laptop buying options available 50k ?,1,0.0,0.0,24,0.8125
110277,wants build mini-hotel austria ?,build rooftop hotel minimum budget ?,0,0.0,0.0,27,0.8
110278,snap gum chew ?,chewing gum : average chew time one piece gum ?,0,0.0,0.0,36,0.7741935483870968
110279,get us h1b visa ?,get h1b visa usa ?,1,0.06515055878855011,0.09999999999999998,7,1.0
110280,gst implemented india yet ?,gst going boon bane india ?,0,0.039228937689034814,0.0,17,0.7692307692307693
110281,"like undergraduate student iisc , bangalore ?","better ? iisc , bangalore nus , singapore .",0,0.0,0.0,31,0.8888888888888888
110282,win 25th match australia bangladesh 2016 kabaddi world cup ?,win 12th match india bangladesh 2016 kabaddi world cup ?,0,0.0,0.0,9,0.9803921568627451
110283,best smartphone buy 15000 inr ?,best android device buy ₹15000 ?,1,0.0,0.0,17,0.8205128205128205
110284,benefits cashless economy ? disadvantages ?,benefits drawbacks cashless society ?,0,0.0,0.0,26,0.8421052631578947
110285,elephant ears mushrooms taste like ?,could argued modern tendency trying avoid violence one biggest traits determine humanity ?,0,0.0,0.0,70,0.7777777777777778
110286,kind sulfur found natural hot springs ?,benefits side effects natural hot springs ?,0,0.0,0.0,17,0.8888888888888888
110287,"could nuclear bomb trigger yellowstone supervolcano ? , would lead total annihilation united states ?","someone detonate nuclear bomb yellowstone national park , trigger super volcano ?",1,0.03575591262656904,0.0,73,0.9565217391304348
110288,effective reliable grammarly 's plagiarism checker ?,grammarly reliable plagiarism checker ?,0,0.0,0.0,22,0.8888888888888888
110289,need learn become programmer ?,learn want become programmer ?,1,0.0,0.0,8,0.896551724137931
110290,think heard kashmir ?,history kashmir ?,0,0.0,0.0,8,0.8
110291,taking antibiotics cause hearing loss ?,"lesser-known sights see visiting toyota , aichi , japan ?",0,0.0,0.0,43,0.7692307692307693
110292,important papers published plos biology ?,important papers published plos one ?,0,0.0,0.0,6,0.9444444444444444
110293,best way earn money online ?,options making money online ?,1,0.0,0.0,11,0.8
110294,makes shadows change ?,possibility privacy intrusion video chat whatsapp ?,0,0.0,0.0,42,0.6470588235294118
110295,"cigarettes : smoking feel like , try ?",18-years-old n't smoke . would become addicted electronic cigarettes try ?,0,0.0,0.0,53,0.7272727272727273
110296,replacement 500/1000 rupee notes 500/2000 rupee notes panacea corruption ?,scrapping use 500 1000 rupee currency notes india solve problem corruption ?,1,0.0,0.0,40,0.8372093023255814
110297,elderly parent dies ?,good christmas gifts elderly parents ?,0,0.0,0.0,25,0.8125
110298,take become professional f1 driver ?,become f1 driver limited resources racing history ?,1,0.06110835026047106,0.0,39,0.8571428571428571
110299,pakistan really support terrorists ?,pakistan really support terrorist ?,1,0.0,0.0,1,1.0
110300,photographic memory ?,find photographic memory ?,0,0.0,0.0,5,0.9032258064516129
110301,'s hardest instrument play ?,'s complicated instrument play ?,0,0.0,0.0,10,0.9142857142857143
110302,'s best way react someone tells support donald trump ?,best thing say someone tells trump supporter ?,1,0.0,0.0,29,0.8108108108108109
110303,someone help hack gmail account ?,computer hacking ( security ) : hack someone 's gmail account easy steps ?,0,0.0,0.0,47,0.85
110304,alternator ?,alternative pokévision ?,0,0.0,0.0,13,0.75
110305,evidence supports theory earth actually flat rather spherical ?,scientific evidence flat earth theory ?,1,0.0,0.0,43,0.9444444444444444
110306,known cure eczema ?,cure eczema ?,1,0.0,0.0,6,0.8181818181818182
110307,restaurants use cottonseed oil ?,oil use ?,0,0.0,0.0,26,0.7272727272727273
110308,download computer science engineering books free ?,download engineering books free ?,0,0.0,0.0,17,0.8648648648648649
110309,ways microorganisms useful ?,useful microorganisms ?,0,0.0,0.0,13,0.9375
110310,"unique african literature , particularly kenyan ?",language problem african literature ?,0,0.0,0.0,36,0.7647058823529411
110311,use wechat ?,negatives using wechat ?,0,0.0,0.0,13,0.8333333333333334
110312,much cost implement salesforce ?,much would roughly cost start new car company ?,0,0.0,0.0,30,0.8333333333333334
110313,find ideal weight height age ?,ideal weight height 5 year old indian coupel boy ?,0,0.0,0.07692307692307687,31,0.7272727272727273
110314,single case successful long distance relationship ?,remain satisfied long distance relationship ?,1,0.0,0.0,17,0.9444444444444444
110315,important normalize wavefunction ?,must one normalize wavefunction ?,1,0.0,0.0,7,0.9444444444444444
110316,indian government introduced 2000 note instead 1000 note ?,indian government producing 2000 rupee note easily used black money ?,1,0.0,0.0,29,0.8571428571428571
110317,adult get easier time passes ?,satic access non-static methods non-static variables using objects ?,0,0.0,0.0,52,0.7428571428571429
110318,difference level ccc ?,major differences java c # ?,0,0.0,0.0,13,0.7407407407407407
110319,studying nio10th board exam march able build proper timetable studies . ?,make contact guy whose marriage proposal rejected ?,0,0.05995731104138458,0.0,53,0.8260869565217391
110320,buy macbook pro without retina display ?,good time buy retina macbook pro ?,1,0.0,0.0,30,0.8717948717948718
110321,political situation communist nations today compared capitalist countries ?,political situation communist nations today compared socialist countries ?,0,0.0,0.0,4,1.0
110322,first realize gay/lesbian/bi ?,realize gay ?,1,0.0,0.0,17,0.7692307692307693
110323,supreme court india scrap demonetization india ?,supreme court india cancel government decision demonetization ?,1,0.06215806729718633,0.0,30,0.9142857142857143
110324,favorite subject ?,favorite subject ? ?,1,0.0,0.0,2,1.0
110325,grand purpose life ?,purpose life ?,1,0.0,0.0,6,0.8461538461538461
110326,sidereel.com make money ?,kamraa.com make money ?,0,0.0,0.0,7,0.8571428571428571
110327,"evolved monkeys , come monkeys still exist ?","human beings evolved monkeys , still monkeys today ?",1,0.0,0.0,28,0.8108108108108109
110328,would wear skirt ?,feel like wear skirt ?,0,0.0,0.0,8,0.8461538461538461
110329,feel zoos ?,opinion zoos ?,1,0.0,0.0,7,0.625
110330,reader 's views harry potter cursed child ?,review harry potter cursed child ?,1,0.0,0.0,9,0.972972972972973
110331,interesting products innovations agree realty coming 2016 ?,interesting products innovations federal realty coming 2016 ?,0,0.0,0.0,6,0.9787234042553191
110332,government exams law graduates ?,government exams qualification ?,0,0.10853581305474035,0.0,12,0.8333333333333334
110333,"voting 2016 us presidential election , ?",vote 2016 us presidential election ?,1,0.05648510192260727,0.0,5,0.9523809523809523
110334,possible generate 2 square pulses using arduino uno ?,possible use arduino uno accurate data acquisition baja sae ?,0,0.0,0.0,39,0.8888888888888888
110335,'s best way get followers insta ?,best ways get followers instagram ?,1,0.0,0.0,8,0.9411764705882353
110336,done masters physics . want pursue course geophysics foreign university . apply ?,baba ramdev money earning patanjali ?,0,0.0,0.0,65,0.7804878048780488
110337,human resource ?,human resources ?,1,0.0,0.0,1,1.0
110338,unusual aspects politics government são tomé príncipe ?,unusual aspects politics government liechtenstein ?,0,0.0,0.0,16,0.8947368421052632
110339,"`` `` , `` `` mean excel ?",' ' mean excel ?,0,0.0,0.0,12,0.8571428571428571
110340,low frequency x rays ( close uv rays ) high frequency uv rays ( close x rays ) enough small wavelength penetrate rock/soil/wall/aluminium ?,possible build x-ray frequency laser like larry niven describes ringworld books ?,0,0.0,0.0,97,0.8235294117647058
110341,"planning social awareness program rally south india ( health , educt , go-green ) & raising charity fund . share tips make interesting ? ?","social fundraising sites like rally fundly making money , yes ?",0,0.01859172409999958,0.0,101,0.8333333333333334
110342,unconventional career path ever heard ?,jessica hische : ever felt aimless lost career path ? ?,0,0.0,0.0,43,0.7647058823529411
110343,great music debates : greatest rock band time ? ?,best rock band ever ?,1,0.0,0.0,31,0.8125
110344,best ginger ale ? ?,'s best ginger ale ?,1,0.0,0.0,5,0.96
110345,bread responsible causing type 2 diabetes ?,potato responsible causing type 2 diabetes ?,0,0.0,0.0,5,1.0
110346,longest period time normal man go without ejaculating ?,"man 50s start body hardening scratch ( cold shower , etc . ) without damaging health ?",0,0.0,0.0,61,0.782608695652174
110347,pros cons 22nd amendment ?,22nd amendment proving detrimental usa ?,0,0.0,0.0,29,0.8125
110348,oppurtunities smart cities ?,select material engine components ?,0,0.0,0.0,25,0.896551724137931
110349,recover permanently deleted emails gmail ?,get emails permanently deleted accident back ?,0,0.0,0.0,20,0.8888888888888888
110350,conquer fear criticism ?,conquer fear ?,0,0.0,0.0,10,0.8461538461538461
110351,best way weight loss ?,best type exercise weight loss ?,0,0.0,0.0,13,0.8387096774193549
110352,calculate gpa cgpa ?,calculate gpa abcdef grades ?,0,0.0,0.0,10,0.8
110353,make fajitas without peppers ?,"could dispersed raid5 logging system bitcoin ledger , less overhead ?",0,0.0,0.0,53,0.65
110354,"fastest us army officer promoted major , quickly possibly climb ranks army ?",rank army officers retire ?,0,0.0311818963526645,0.0,56,0.7894736842105263
110355,"give photo credit photo uploaded facebook , twitter , instagram , flickr , website ?",send dmca notice forums ?,0,0.0,0.0,69,0.7692307692307693
110356,powerful character mahabharat ?,powerful mahabharata ?,1,0.0,0.0,11,0.967741935483871
110357,tiny tim aspie ?,aspies fake-smile less nts ?,0,0.0,0.0,21,0.8
110358,historical event interested ?,historical event interesting ?,1,0.0,0.0,3,0.9333333333333333
110359,adult male increase height 22 ?,someone increase height naturally 19 ?,1,0.0,0.0,21,0.8333333333333334
110360,burning jet fuel melt steel beams ?,jet fuel melt steel beams ?,1,0.0,0.0,8,0.8571428571428571
110361,get investment banking gpa low 3.0 's top-ten business school ?,keen pursuing ms management uk getting investment banking later . decorate graduate school resume ?,0,0.0,0.0,65,0.851063829787234
110362,fake ?,fake life ?,0,0.0,0.0,5,0.8571428571428571
110363,yugoslavia done avoid tearing apart ?,reseller program ?,0,0.0,0.0,29,0.7142857142857143
110364,start contributing open source coding ?,contribute open source development ?,1,0.0,0.0,18,0.8484848484848485
110365,loose weight ?,suck lose weight ?,1,0.0,0.0,6,0.88
110366,israel remaining jewish state religious freedom ?,israel democratic secular state jewish state ?,0,0.0,0.0,27,0.8888888888888888
110367,twitter successful ?,twitter ?,0,0.0,0.0,11,0.7368421052631579
110368,"mary 16 years old , 4 times old brother , old mary ?",24 years old considered old ?,0,0.0,0.0,31,0.7058823529411765
110369,transfer deed name ?,best way transfer deed ?,0,0.0,0.0,14,0.8333333333333334
110370,add mp3 email attachment iphone music player ?,mp3 player attached earphones ?,0,0.0,0.0,27,0.9444444444444444
110371,form sentences correct ?,correct form sentence ?,0,0.0,0.0,16,1.0
110372,introduction new 500 2000 denomination currency stopping old 500 & 1000 denomination currency help/ affect india 's economy ?,latest change denominations rs . 500 1000 affect economy ?,1,0.05429356933255132,0.0,79,0.84
110373,us choose japan germany nuke ?,hitler declare war us shortly japan attacked pearl harbor ? possible us would gone war japan happened ?,0,0.052799128206860745,0.0,82,0.8205128205128205
110374,long distance relationships work ?,long distance relationship work ?,1,0.0,0.0,1,1.0
110375,banning 500 1000 rupee affect black money ?,decision demonetize 500 1000 rupee notes help curb black money ?,1,0.07060085229813887,0.0,29,0.8695652173913043
110376,best way learn speak mandarin ?,learn mandarin ?,1,0.0,0.0,15,0.7407407407407407
110377,filipinos asian pacific islanders ?,filipinos proud ?,0,0.0,0.0,21,0.8461538461538461
110378,possible hide certain post types tumblr front page ?,possible hide adult post types tumblr front page ?,1,0.0,0.0,7,0.975609756097561
110379,weirdest places ever masturbated ?,weirdest places masturbated ?,1,0.0,0.0,5,0.9696969696969697
110380,characteristics totalitarian government ?,characteristics totalitarian state ?,1,0.0,0.0,9,0.896551724137931
110381,hate narendra modi ?,hate narendra modi ?,0,0.0,0.0,0,1.0
110382,religion actually come ?,religion actually develop ?,1,0.0,0.0,6,0.875
110383,"mobile phones : difference gsm , wcdma , cdma umts sim slots ?",use wcdma phone cdma network ?,0,0.0,0.0,47,0.8
110384,best rap song ever made ?,rap song suggestions ?,1,0.0,0.0,15,0.7857142857142857
110385,get rid butter taste mouth ?,get rid salty taste mouth ?,0,0.0,0.0,5,0.9032258064516129
110386,best book verbal ability aptitude ?,best book verbal ability reasoning ?,0,0.0,0.0,9,0.8484848484848485
110387,"mr. robot tv series , language joanna tyrell speak ?",mr. robot ( tv series ) : mr. robot push elliot ?,0,0.0,0.0,27,0.7317073170731707
110388,better understanding movies ?,understand movies ?,1,0.0,0.0,10,0.9333333333333333
110389,best way confess something ?,best way confess ?,1,0.0,0.0,10,0.8666666666666667
110390,getting 503 marks general category aipmt 2015. chance getting admission government medical college ?,getting 505 marks aipmt . many chances get good medical college aipmt ?,0,0.05937597229066776,0.0,53,0.9166666666666666
110391,best horror films ?,'s best horror film ever ?,1,0.0,0.0,8,0.9285714285714286
110392,global news water saving ?,rank person scoring 530 aipmt-15 last year ?,0,0.0,0.08333333333333337,36,0.6486486486486487
110393,hate parents ?,hate parents ?,0,0.0,0.0,0,1.0
110394,phone buy 15k ?,best phone buy 15k ?,1,0.0,0.0,5,0.9285714285714286
110395,tell 're narcissist ?,tell someone narcissistic ?,1,0.0,0.0,8,0.88
110396,get calls iims ?,iims could get calls ?,0,0.0,0.0,15,0.88
110397,u.s. oppose universal value human rights grow food ?,u.s. interested interfering business countries ?,0,0.0,0.0,38,0.7567567567567568
